2025-09-30 19:27:13,357 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-09-30 20:14:36,263 | INFO | app.AI.customer_service | Successfully added document 'FAQ.pdf' with ID '48'
2025-09-30 20:14:36,264 | INFO | app.utils.agent_utils | Added document FAQ.pdf to agent 34
2025-09-30 20:14:36,274 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:14:36,281 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:14:36,290 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:14:36,386 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:14:37,049 | INFO | app.utils.event_utils | Published event.agent.success event for agent 2 for user 1
2025-09-30 20:14:37,416 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:14:37,454 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_SUCCESS
2025-09-30 20:14:37,415 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.success.user:1
2025-09-30 20:15:24,801 | WARNING | app.controllers.agent_controller | Agent not found
2025-09-30 20:15:47,952 | WARNING | app.controllers.agent_controller | Agent not found
2025-10-01 17:41:36,272 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-10-01 17:41:36,289 | INFO | app.tasks.test_task | Creating Simple RAG Agent for user 1
2025-10-01 17:41:36,304 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-10-01 17:41:36,314 | ERROR | app.tasks.test_task | Error creating Simple RAG Agent: 1 validation error for CreateSimpleRAGAgent
status
  Field required [type=missing, input_value={'name': 'test', 'descrip...'tidak ada base prompt'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing
2025-10-01 17:41:37,071 | INFO | app.utils.event_utils | Published event.agent.failure event for agent 2 for user 1
2025-10-01 17:41:37,151 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-01 17:41:37,330 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.failure.user:1
2025-10-01 17:43:18,835 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-10-01 17:43:18,844 | INFO | app.tasks.test_task | Creating Simple RAG Agent for user 1
2025-10-01 17:43:18,849 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-10-01 17:43:18,852 | INFO | app.tasks.test_task | Agent data: name='test' avatar=None model='gpt-3.5-turbo' description='test' base_prompt='tidak ada base prompt' tone='friendly' short_term_memory=False long_term_memory=False status='active'
2025-10-01 17:43:18,949 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-01 17:43:18,955 | INFO | app.tasks.test_task | New agent: <Agent name=test user_id=1>
2025-10-01 17:43:20,203 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-10-01 17:43:20,211 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_35
2025-10-01 17:43:20,210 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-01 17:43:20,317 | INFO | app.utils.event_utils | Published event.agent.success event for agent 2 for user 1
2025-10-01 17:43:20,360 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.success.user:1
2025-10-01 17:43:20,395 | INFO | app.utils.agent_utils | Initializing AI agent for agent 35
2025-10-01 17:43:31,451 | ERROR | app.dependencies.redis_storage | Error while storing agent 35 in Redis: cannot pickle '_thread.RLock' object
2025-10-01 17:56:08,476 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-10-01 17:56:08,484 | INFO | app.tasks.test_task | Creating Simple RAG Agent for user 1
2025-10-01 17:56:08,489 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-10-01 17:56:08,491 | INFO | app.tasks.test_task | Agent data: name='test' avatar=None model='gpt-3.5-turbo' description='test' base_prompt='tidak ada base prompt' tone='friendly' short_term_memory=False long_term_memory=False status='active'
2025-10-01 17:56:08,558 | INFO | app.tasks.test_task | New agent: <Agent name=test user_id=1>
2025-10-01 17:56:08,572 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-01 17:56:08,749 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-10-01 17:56:08,766 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-01 17:56:08,770 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_36
2025-10-01 17:56:08,770 | INFO | app.utils.agent_utils | Initializing AI agent for agent 36
2025-10-01 17:56:18,647 | ERROR | app.dependencies.redis_storage | Error while storing agent 36 in Redis: cannot pickle '_thread.RLock' object
2025-10-01 17:56:18,647 | INFO | app.utils.agent_utils | Stored agent 36 in Redis
2025-10-01 17:56:18,667 | INFO | app.utils.agent_utils | AI agent initialized for agent 36
2025-10-01 17:56:18,699 | INFO | app.utils.event_utils | Published event.agent.success event for agent 2 for user 1
2025-10-01 17:56:18,715 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.success.user:1
2025-10-01 18:55:53,147 | INFO | app.dependencies.redis_storage | Agent 1 stored in Redis
2025-10-01 18:56:32,955 | INFO | app.dependencies.redis_storage | Agent 1 retrieved from Redis
2025-10-01 19:48:49,235 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-01 19:48:49,241 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-01 19:48:49,249 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-01 19:49:18,528 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-01 19:49:18,530 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-01 19:49:18,531 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-01 19:49:34,934 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-10-01 19:49:34,938 | INFO | main | Redis event bus started
2025-10-01 19:50:57,881 | INFO | app.websocket.manager | User id 1 connection to websocket.
2025-10-01 19:50:57,882 | INFO | app.websocket.ws_route | WebSocket connected for agent progress - User: 1
2025-10-01 19:52:46,429 | INFO | app.websocket.manager | User with id 1 diconnect from websocket
2025-10-01 19:52:47,002 | INFO | app.websocket.manager | User with id 1 has been deleted from connections
2025-10-01 19:52:48,313 | INFO | main | Redis event bus stopped
2025-10-01 19:53:16,124 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-01 19:53:16,248 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-01 19:53:16,789 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-01 19:53:40,253 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-10-01 19:53:40,262 | INFO | main | Redis event bus started
2025-10-01 19:53:45,573 | INFO | app.websocket.manager | User id 1 connection to websocket.
2025-10-01 19:53:45,573 | INFO | app.websocket.ws_route | WebSocket connected for agent progress - User: 1
2025-10-01 19:55:37,895 | INFO | app.controllers.auth_controller | User khaerul@gmail.com login is successfully.
2025-10-01 19:55:57,798 | ERROR | app.controllers.simple_rag_controller | Unexpected error while creating Simple RAG Agent: invalid literal for int() with base 10: 'ysVHD'
Traceback (most recent call last):
  File "D:\Saas_Project\Backend\app\controllers\simple_rag_controller.py", line 93, in create_simple_rag_agent
    directory_path = create_agent_directory(user_id, int(agent_data_dict['id']))
                                                     ~~~^^^^^^^^^^^^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: 'ysVHD'
2025-10-01 19:55:57,830 | ERROR | app.utils.error_utils | Unexpected error during creating Simple RAG Agent: invalid literal for int() with base 10: 'ysVHD'
2025-10-01 19:56:56,368 | INFO | app.websocket.manager | User with id 1 diconnect from websocket
2025-10-01 19:56:56,446 | INFO | app.websocket.manager | User with id 1 has been deleted from connections
2025-10-01 19:56:56,723 | INFO | main | Redis event bus stopped
2025-10-01 19:57:38,588 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-01 19:57:38,610 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-01 19:57:38,629 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-01 19:58:04,774 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-01 19:58:04,777 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-01 19:58:04,778 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-01 19:58:23,202 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-10-01 19:58:23,205 | INFO | main | Redis event bus started
2025-10-01 19:58:27,256 | INFO | app.websocket.manager | User id 1 connection to websocket.
2025-10-01 19:58:27,256 | INFO | app.websocket.ws_route | WebSocket connected for agent progress - User: 1
2025-10-01 19:58:42,830 | ERROR | app.controllers.simple_rag_controller | Unexpected error while creating Simple RAG Agent: invalid literal for int() with base 10: 'MwkfE'
Traceback (most recent call last):
  File "D:\Saas_Project\Backend\app\controllers\simple_rag_controller.py", line 93, in create_simple_rag_agent
    directory_path = create_agent_directory(user_id, int(agent_data_dict['id']))
                                                     ~~~^^^^^^^^^^^^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: 'MwkfE'
2025-10-01 19:58:42,888 | ERROR | app.utils.error_utils | Unexpected error during creating Simple RAG Agent: invalid literal for int() with base 10: 'MwkfE'
2025-10-01 19:59:22,059 | INFO | app.websocket.manager | User with id 1 diconnect from websocket
2025-10-01 19:59:22,066 | INFO | app.websocket.manager | User with id 1 has been deleted from connections
2025-10-01 19:59:22,609 | INFO | main | Redis event bus stopped
2025-10-01 19:59:34,647 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-01 19:59:34,648 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-01 19:59:34,652 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-01 20:00:19,856 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-10-01 20:00:19,862 | INFO | main | Redis event bus started
2025-10-01 20:00:27,485 | INFO | main | Redis event bus stopped
2025-10-01 20:02:25,477 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-01 20:02:25,482 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-01 20:02:25,483 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-01 20:03:11,777 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-10-01 20:03:11,782 | INFO | main | Redis event bus started
2025-10-01 20:04:14,070 | INFO | app.websocket.manager | User id 1 connection to websocket.
2025-10-01 20:04:14,078 | INFO | app.websocket.ws_route | WebSocket connected for agent progress - User: 1
2025-10-01 20:04:23,242 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_m3lpj
2025-10-01 20:04:30,499 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-10-01 20:04:30,511 | INFO | app.tasks.test_task | Creating Simple RAG Agent for user 1: m3lpj
2025-10-01 20:04:30,587 | INFO | app.utils.event_utils | Published event.agent.progress event for agent m3lpj for user 1
2025-10-01 20:04:30,821 | INFO | app.tasks.test_task | Agent data: name='ketiga' avatar=None model='gpt-3.5-turbo' description=None base_prompt='pp' tone='friendly' short_term_memory=False long_term_memory=False status='active' id='m3lpj'
2025-10-01 20:04:31,821 | INFO | app.tasks.test_task | New agent: <Agent name=ketiga user_id=1>
2025-10-01 20:04:32,182 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-01 20:04:32,358 | ERROR | app.tasks.test_task | Error creating Simple RAG Agent: (pymysql.err.DataError) (1366, "Incorrect integer value: 'm3lpj' for column 'id' at row 1")
[SQL: INSERT INTO agents (id, user_id, name, avatar, model, `role`, status, base_prompt, short_term_memory, long_term_memory, tone) VALUES (%(id)s, %(user_id)s, %(name)s, %(avatar)s, %(model)s, %(role)s, %(status)s, %(base_prompt)s, %(short_term_memory)s, %(long_term_memory)s, %(tone)s)]
[parameters: {'id': 'm3lpj', 'user_id': 1, 'name': 'ketiga', 'avatar': None, 'model': 'gpt-3.5-turbo', 'role': 'simple RAG agent', 'status': 'active', 'base_prompt': 'pp', 'short_term_memory': 0, 'long_term_memory': 0, 'tone': 'friendly'}]
(Background on this error at: https://sqlalche.me/e/20/9h9h)
2025-10-01 20:04:32,493 | INFO | app.utils.event_utils | Published event.agent.failure event for agent 2 for user 1
2025-10-01 20:04:32,705 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.failure.user:1
2025-10-01 20:05:13,756 | INFO | app.events.redis_event | Sending the message to handler function
2025-10-01 20:05:13,762 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-10-01 20:05:13,858 | INFO | app.websocket.manager | Sending message to user with id 1: the message is {'event_type': 'event.agent.progress', 'user_id': 1, 'agent_id': 'm3lpj', 'payload': {'current': 20, 'total': 100, 'status': 'Initialize agent'}, 'timestamp': '2025-10-01T13:04:31.236253'}
2025-10-01 20:05:13,928 | INFO | app.events.redis_event | Sending the message to handler function
2025-10-01 20:05:14,055 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_FAILURE
2025-10-01 20:05:14,089 | INFO | app.websocket.manager | Sending message to user with id 1: the message is {'event_type': 'event.agent.failure', 'user_id': 1, 'agent_id': 2, 'payload': {'current': 100, 'total': 100, 'status': 'Agent creation is failed'}, 'timestamp': '2025-10-01T13:04:32.704120'}
2025-10-01 20:06:07,934 | WARNING | main | Validation error: [{'type': 'int_parsing', 'loc': ('path', 'agent_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': 'm3lpj'}]
2025-10-01 20:06:51,880 | INFO | app.websocket.manager | User with id 1 diconnect from websocket
2025-10-01 20:06:51,905 | INFO | app.websocket.manager | User with id 1 has been deleted from connections
2025-10-02 12:51:58,449 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 12:51:58,452 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 12:51:58,453 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 12:56:46,522 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 12:56:46,526 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 12:56:46,532 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 12:57:09,484 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 12:57:09,508 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 12:57:09,525 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 12:57:25,292 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-10-02 12:57:25,293 | INFO | main | Redis event bus started
2025-10-02 12:57:30,277 | INFO | app.websocket.manager | User id 1 connection to websocket.
2025-10-02 12:57:30,299 | INFO | app.websocket.ws_route | WebSocket connected for agent progress - User: 1
2025-10-02 12:58:36,606 | WARNING | app.controllers.auth_controller | Email not found: khaerul@gmail.com
2025-10-02 12:58:55,005 | INFO | app.controllers.auth_controller | New user registered with email: khaerul@gmail.com
2025-10-02 12:59:02,121 | INFO | app.controllers.auth_controller | User khaerul@gmail.com login is successfully.
2025-10-02 12:59:15,711 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_pIhBK
2025-10-02 12:59:34,198 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-10-02 12:59:34,225 | INFO | app.tasks.test_task | Creating Simple RAG Agent for user 1: pIhBK
2025-10-02 12:59:34,462 | INFO | app.utils.event_utils | Published event.agent.progress event for agent pIhBK for user 1
2025-10-02 12:59:34,693 | INFO | app.tasks.test_task | Agent data: name='ketiga' avatar=None model='gpt-3.5-turbo' description=None base_prompt='pp' tone='friendly' short_term_memory=False long_term_memory=False status='active' id='pIhBK'
2025-10-02 12:59:36,534 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-02 12:59:36,402 | INFO | app.tasks.test_task | New agent: <Agent name=ketiga user_id=1>
2025-10-02 12:59:37,786 | INFO | app.utils.event_utils | Published event.agent.progress event for agent pIhBK for user 1
2025-10-02 12:59:38,041 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-02 12:59:38,039 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_pIhBK
2025-10-02 12:59:38,239 | INFO | app.utils.agent_utils | Initializing AI agent for agent pIhBK
2025-10-02 12:59:38,249 | INFO | app.utils.event_utils | Published event.agent.progress event for agent pIhBK for user 1
2025-10-02 12:59:38,862 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_pIhBK\FAQ.pdf (type: pdf)
2025-10-02 12:59:40,147 | ERROR | app.utils.agent_utils | AI agent not found for agent pIhBK
2025-10-02 12:59:40,817 | INFO | app.utils.event_utils | Published event.agent.success event for agent pIhBK for user 1
2025-10-02 12:59:41,226 | ERROR | app.tasks.test_task | Error creating Simple RAG Agent: name 'agents' is not defined
2025-10-02 12:59:41,419 | INFO | app.utils.event_utils | Published event.agent.failure event for agent 2 for user 1
2025-10-02 13:00:29,975 | INFO | app.events.redis_event | Sending the message to handler function
2025-10-02 13:00:30,057 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-10-02 13:00:30,076 | INFO | app.websocket.manager | Sending message to user with id 1: the message is {'event_type': 'event.agent.progress', 'user_id': 1, 'agent_id': 'pIhBK', 'payload': {'current': 20, 'total': 100, 'status': 'Initialize agent'}, 'timestamp': '2025-10-02T05:59:34.813970'}
2025-10-02 13:00:30,222 | INFO | app.events.redis_event | Sending the message to handler function
2025-10-02 13:00:30,234 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-10-02 13:00:30,236 | INFO | app.websocket.manager | Sending message to user with id 1: the message is {'event_type': 'event.agent.progress', 'user_id': 1, 'agent_id': 'pIhBK', 'payload': {'current': 40, 'total': 100, 'status': 'Initializing Simple RAG Agent'}, 'timestamp': '2025-10-02T05:59:38.037321'}
2025-10-02 13:00:33,563 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-02 13:00:33,560 | INFO | app.events.redis_event | Sending the message to handler function
2025-10-02 13:00:33,583 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-10-02 13:00:33,586 | INFO | app.websocket.manager | Sending message to user with id 1: the message is {'event_type': 'event.agent.progress', 'user_id': 1, 'agent_id': 'pIhBK', 'payload': {'current': 60, 'total': 100, 'status': 'Adding Document to Simple RAG Agent'}, 'timestamp': '2025-10-02T06:00:33.276165'}
2025-10-02 13:00:33,925 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.success.user:1
2025-10-02 13:00:33,932 | INFO | app.events.redis_event | Sending the message to handler function
2025-10-02 13:00:33,930 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.failure.user:1
2025-10-02 13:00:33,935 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_SUCCESS
2025-10-02 13:00:33,939 | INFO | app.websocket.manager | Sending message to user with id 1: the message is {'event_type': 'event.agent.success', 'user_id': 1, 'agent_id': 'pIhBK', 'payload': {'current': 100, 'total': 100, 'status': 'Agent creation is completed'}, 'timestamp': '2025-10-02T06:00:33.290273'}
2025-10-02 13:00:33,956 | INFO | app.events.redis_event | Sending the message to handler function
2025-10-02 13:00:33,962 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_FAILURE
2025-10-02 13:00:33,965 | INFO | app.websocket.manager | Sending message to user with id 1: the message is {'event_type': 'event.agent.failure', 'user_id': 1, 'agent_id': 2, 'payload': {'current': 100, 'total': 100, 'status': 'Agent creation is failed'}, 'timestamp': '2025-10-02T06:00:33.296597'}
2025-10-02 13:02:05,908 | WARNING | main | Validation error: [{'type': 'int_parsing', 'loc': ('path', 'agent_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': 'pIhBK'}]
2025-10-02 13:02:40,591 | INFO | app.websocket.manager | User with id 1 diconnect from websocket
2025-10-02 13:02:42,172 | INFO | app.websocket.manager | User with id 1 has been deleted from connections
2025-10-02 13:02:45,112 | INFO | main | Redis event bus stopped
2025-10-02 13:03:41,402 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 13:03:41,405 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 13:03:41,407 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 13:13:40,421 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 13:13:40,423 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 13:13:40,424 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 13:14:16,926 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 13:14:16,928 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 13:14:16,929 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 13:14:45,688 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-10-02 13:14:45,690 | INFO | main | Redis event bus started
2025-10-02 13:15:25,545 | INFO | main | Redis event bus stopped
2025-10-02 13:16:39,137 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 13:16:39,161 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 13:16:39,223 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 13:17:54,540 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 13:17:54,542 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 13:17:54,543 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 13:18:18,051 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 13:18:18,052 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 13:18:18,053 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 13:18:32,670 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-10-02 13:18:32,673 | INFO | main | Redis event bus started
2025-10-02 13:18:38,684 | INFO | app.websocket.manager | User id 1 connection to websocket.
2025-10-02 13:18:38,729 | INFO | app.websocket.ws_route | WebSocket connected for agent progress - User: 1
2025-10-02 13:19:13,684 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_aXwl2
2025-10-02 13:19:17,020 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-10-02 13:19:17,056 | INFO | app.tasks.test_task | Creating Simple RAG Agent for user 1: aXwl2
2025-10-02 13:19:17,096 | INFO | app.utils.event_utils | Published event.agent.progress event for agent aXwl2 for user 1
2025-10-02 13:19:17,271 | INFO | app.tasks.test_task | Agent data: name='ketiga' avatar=None model='gpt-3.5-turbo' description=None base_prompt='pp' tone='friendly' short_term_memory=False long_term_memory=False status='active' id='aXwl2'
2025-10-02 13:19:18,382 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-02 13:19:18,591 | INFO | app.tasks.test_task | New agent: <Agent name=ketiga user_id=1>
2025-10-02 13:19:19,103 | INFO | app.utils.event_utils | Published event.agent.progress event for agent aXwl2 for user 1
2025-10-02 13:19:19,192 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-02 13:19:19,156 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_aXwl2
2025-10-02 13:19:19,225 | INFO | app.utils.agent_utils | Initializing AI agent for agent aXwl2
2025-10-02 13:19:20,294 | INFO | app.utils.event_utils | Published event.agent.progress event for agent aXwl2 for user 1
2025-10-02 13:19:20,372 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_aXwl2\FAQ.pdf (type: pdf)
2025-10-02 13:19:22,107 | INFO | app.utils.file_utils | Rollback: Removed file documents/user_1/agent_aXwl2\FAQ.pdf
2025-10-02 13:19:22,248 | ERROR | app.tasks.test_task | Error creating Simple RAG Agent: add_document_to_agent() got an unexpected keyword argument 'agent_id'
2025-10-02 13:19:22,366 | INFO | app.utils.event_utils | Published event.agent.failure event for agent 2 for user 1
2025-10-02 13:20:51,264 | INFO | app.events.redis_event | Sending the message to handler function
2025-10-02 13:20:52,924 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-10-02 13:20:52,946 | INFO | app.websocket.manager | Sending message to user with id 1: the message is {'event_type': 'event.agent.progress', 'user_id': 1, 'agent_id': 'aXwl2', 'payload': {'current': 20, 'total': 100, 'status': 'Initialize agent'}, 'timestamp': '2025-10-02T06:19:17.325890'}
2025-10-02 13:20:53,555 | ERROR | app.events.event_handler | Error while send agent progress: 
2025-10-02 13:20:53,558 | ERROR | app.events.redis_event | Error while handler the message: 
2025-10-02 13:20:53,558 | ERROR | app.events.redis_event | Error while running the listening loop: 
2025-10-02 13:20:56,350 | INFO | app.websocket.manager | User with id 1 diconnect from websocket
2025-10-02 13:20:56,805 | INFO | app.websocket.manager | User with id 1 has been deleted from connections
2025-10-02 13:20:57,583 | INFO | main | Redis event bus stopped
2025-10-02 13:21:39,670 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 13:21:39,672 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 13:21:39,684 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 13:22:07,437 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-10-02 13:22:07,438 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-10-02 13:22:07,439 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-10-02 13:22:25,301 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-10-02 13:22:25,306 | INFO | main | Redis event bus started
2025-10-02 13:22:30,308 | INFO | app.websocket.manager | User id 1 connection to websocket.
2025-10-02 13:22:30,309 | INFO | app.websocket.ws_route | WebSocket connected for agent progress - User: 1
2025-10-02 13:22:46,222 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_XuaLt
2025-10-02 13:22:47,942 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-10-02 13:22:48,285 | INFO | app.tasks.test_task | Creating Simple RAG Agent for user 1: XuaLt
2025-10-02 13:22:48,292 | INFO | app.utils.event_utils | Published event.agent.progress event for agent XuaLt for user 1
2025-10-02 13:22:48,314 | INFO | app.tasks.test_task | Agent data: name='ketiga' avatar=None model='gpt-3.5-turbo' description=None base_prompt='pp' tone='friendly' short_term_memory=False long_term_memory=False status='active' id='XuaLt'
2025-10-02 13:22:49,664 | INFO | app.tasks.test_task | New agent: <Agent name=ketiga user_id=1>
2025-10-02 13:22:51,801 | INFO | app.utils.event_utils | Published event.agent.progress event for agent XuaLt for user 1
2025-10-02 13:22:52,615 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-10-02 13:22:52,622 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_XuaLt
